"","%IncMSE","IncNodePurity"
"X700",0,3.5448036687751
"X701",0.0403044143208796,930.149650492138
"X702",8.00712348714361e-05,12.4953341489016
"X703",0.00234704329767546,113.876669023638
"X704",0.000970622948997571,104.707061599773
"X705",-9.64411318448773e-05,37.33811870683
"X706",0.000234077703803476,11.9133344027248
"X707",0.422052445941997,9349.56415749793
"X708",-3.29719154386311e-05,21.789652854688
"X709",0.00551599249839201,626.329378144536
"X710",0.00626364927872997,346.020161382637
"X711",0.0090823868249607,618.037590806681
"X712",5.58656616887875e-05,20.7578886084089
"X713",-0.0039422963378022,188.120554868675
"X714",-0.0050402939848662,309.651335810013
"X715",-0.0249206453096199,736.969118937839
"X716",0.00431752177416218,166.075849084367
"X718",-0.00142952590313033,255.125144163283
"X719",-0.0602364331901351,1080.05212881248
"X720",0.00700732892989116,150.287163402854
"X721",0.00926827040299527,300.271307709747
"X722",-0.00755681680216764,525.249297246727
"X723",0.0230428077898342,588.209877577606
"X724",-0.0200184049729962,727.046251257667
"X725",0.000999403706916997,94.9647285393738
"X726",-0.0020144395727248,424.262858092751
"X727",-7.19256733490062e-05,20.0276015433521
"X728",0.0307634164335576,841.214516466094
"X729",-0.0034383967389272,1095.30651025571
"X730",0.0725637885834073,1697.45865782209
"X731",-0.00214113026032476,635.366466995477
"X732",0,7.89425062848907
"X733",-0.00430930874574999,741.934502970269
"X734",0,0.282979129200599
"X735",0.00288635549835488,153.790719870097
"X736",0.000768128905369286,202.702026335635
"X737",-0.00509725939815487,427.622384707409
"X738",-0.000391971849886193,119.662318476107
"X741",0.000213398929696588,17.7332824491906
"X742",-0.000317477105031635,32.0853394110369
"X745",0.0480740592868822,1139.6741457335
"X746",0.00301253934775672,205.156549288748
"X747",0.00258306305834322,158.700563579038
"X748",0.00131743750769835,397.053596022644
"X750",7.2486470779321e-05,8.66988847628048
"X751",-7.19160620660071e-07,8.83636547807049
"X752",5.43278153147024e-07,10.2420969307691
"X753",-0.0011085821130452,141.743763004143
"X754",0,8.31042069645796
"X755",-3.18925575384657e-05,9.08154083229906
"X756",-0.000465304829267497,62.7804646968939
"X757",0,3.81281837440869
"X758",0.0100948514152995,707.865060105743
"X759",-0.000236534589319922,274.175130356253
"X765",0,1.34309658672027
"X766",0,1.39378952741746
"X770",0,1.29145919307072
"X774",0,1.00509513742815
"X775",0,1.30957098986422
